# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
3.42          	p             	-2.103444e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.306085e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.43          	U             	(5.697191e-01 -9.281066e-01 -1.931635e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536265e+00 8.577475e-01 6.348987e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.43          	p             	-2.125274e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294658e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.44          	U             	(5.634960e-01 -9.290612e-01 -1.913886e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516243e+00 8.669495e-01 5.988548e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.44          	p             	-2.198978e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296826e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.45          	U             	(5.610416e-01 -9.285819e-01 -1.905829e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517441e+00 8.557685e-01 6.126805e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.45          	p             	-2.163007e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293167e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.46          	U             	(5.668032e-01 -9.255728e-01 -1.943761e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539853e+00 8.559563e-01 6.329337e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.46          	p             	-2.106827e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303708e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.47          	U             	(5.664428e-01 -9.286311e-01 -1.914377e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.532476e+00 8.486485e-01 6.212394e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.47          	p             	-2.165745e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.287914e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.48          	U             	(5.632477e-01 -9.303622e-01 -1.906730e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.506875e+00 8.651281e-01 5.961835e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.48          	p             	-2.204976e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297739e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.49          	U             	(5.628417e-01 -9.243655e-01 -1.931983e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.530834e+00 8.523944e-01 6.213761e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.49          	p             	-2.121981e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299974e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.5           	U             	(5.659895e-01 -9.254907e-01 -1.931390e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539646e+00 8.591935e-01 6.332910e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.5           	p             	-2.123164e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298365e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.51          	U             	(5.669020e-01 -9.307699e-01 -1.919850e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516204e+00 8.656672e-01 6.012614e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.51          	p             	-2.195108e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301749e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.52          	U             	(5.607277e-01 -9.281682e-01 -1.908207e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517247e+00 8.576183e-01 6.045444e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.52          	p             	-2.188841e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.292191e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.53          	U             	(5.642004e-01 -9.252863e-01 -1.936048e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537358e+00 8.612464e-01 6.329964e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.53          	p             	-2.099583e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305920e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.54          	U             	(5.695629e-01 -9.294516e-01 -1.923084e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.533936e+00 8.431002e-01 6.237513e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.54          	p             	-2.156594e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.289584e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.55          	U             	(5.622663e-01 -9.299663e-01 -1.911994e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.512093e+00 8.623944e-01 5.925997e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.55          	p             	-2.201048e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299692e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.56          	U             	(5.619392e-01 -9.272679e-01 -1.919194e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.525564e+00 8.535417e-01 6.222217e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.56          	p             	-2.125314e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297309e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.57          	U             	(5.673857e-01 -9.249331e-01 -1.939759e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538962e+00 8.571555e-01 6.361320e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.57          	p             	-2.118722e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295772e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.58          	U             	(5.649384e-01 -9.302828e-01 -1.915214e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.522060e+00 8.691459e-01 6.067435e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.58          	p             	-2.189339e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302000e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.59          	U             	(5.630700e-01 -9.301606e-01 -1.905373e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.510568e+00 8.557811e-01 6.007196e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.59          	p             	-2.192423e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293797e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.6           	U             	(5.641118e-01 -9.243886e-01 -1.941254e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535767e+00 8.523483e-01 6.306691e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.6           	p             	-2.101178e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302593e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.61          	U             	(5.672743e-01 -9.275225e-01 -1.919951e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536834e+00 8.587958e-01 6.275754e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.61          	p             	-2.143378e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294856e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.62          	U             	(5.654096e-01 -9.300026e-01 -1.910913e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.510977e+00 8.598198e-01 5.961344e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.62          	p             	-2.203043e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293268e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.63          	U             	(5.605065e-01 -9.260556e-01 -1.915639e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.525819e+00 8.528842e-01 6.165199e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.63          	p             	-2.154606e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295021e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.64          	U             	(5.657775e-01 -9.257899e-01 -1.937120e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.542129e+00 8.581552e-01 6.366046e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.64          	p             	-2.108019e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303666e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.65          	U             	(5.687838e-01 -9.307558e-01 -1.921954e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.523764e+00 8.616838e-01 6.158363e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.65          	p             	-2.187738e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295214e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.66          	U             	(5.613886e-01 -9.304983e-01 -1.905287e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.510893e+00 8.606004e-01 5.962854e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.66          	p             	-2.200334e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298479e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.67          	U             	(5.633932e-01 -9.247938e-01 -1.932347e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.533131e+00 8.493195e-01 6.271268e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.67          	p             	-2.099606e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302265e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.68          	U             	(5.686235e-01 -9.265292e-01 -1.927898e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535524e+00 8.672655e-01 6.366941e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.68          	p             	-2.139199e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.287443e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.69          	U             	(5.635729e-01 -9.304553e-01 -1.911637e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516662e+00 8.618302e-01 5.955037e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.69          	p             	-2.199337e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301524e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.7           	U             	(5.618501e-01 -9.280521e-01 -1.907616e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.518742e+00 8.477655e-01 6.133827e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.7           	p             	-2.163212e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.289199e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.71          	U             	(5.654531e-01 -9.249932e-01 -1.943973e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.542837e+00 8.580349e-01 6.334280e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.71          	p             	-2.109896e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302626e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.72          	U             	(5.667586e-01 -9.297404e-01 -1.918603e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.528680e+00 8.549113e-01 6.187435e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.72          	p             	-2.165681e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298080e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.73          	U             	(5.640307e-01 -9.298840e-01 -1.910464e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.508642e+00 8.628328e-01 5.937322e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.73          	p             	-2.204812e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295042e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.74          	U             	(5.613747e-01 -9.250978e-01 -1.927466e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536798e+00 8.489936e-01 6.210262e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.74          	p             	-2.118274e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302260e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.75          	U             	(5.672454e-01 -9.261801e-01 -1.934358e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535994e+00 8.638466e-01 6.401235e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.75          	p             	-2.120135e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299676e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.76          	U             	(5.669238e-01 -9.300328e-01 -1.920727e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517312e+00 8.682984e-01 6.015506e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.76          	p             	-2.196607e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297235e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.77          	U             	(5.597074e-01 -9.288648e-01 -1.903789e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.519128e+00 8.515083e-01 6.029200e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.77          	p             	-2.188534e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296887e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.78          	U             	(5.659626e-01 -9.260961e-01 -1.938019e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537960e+00 8.536714e-01 6.370883e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.78          	p             	-2.099740e+00	(1.884477e-01 4.815434e-02 -1.025000e-02)	0	2.303019e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.79          	U             	(5.686744e-01 -9.284061e-01 -1.921489e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.531618e+00 8.557117e-01 6.257778e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.79          	p             	-2.156974e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.287882e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.8           	U             	(5.620348e-01 -9.302079e-01 -1.910266e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.511120e+00 8.638680e-01 5.906160e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.8           	p             	-2.197611e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302728e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.81          	U             	(5.635896e-01 -9.262224e-01 -1.923205e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.528065e+00 8.438589e-01 6.215710e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.81          	p             	-2.131071e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297054e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.82          	U             	(5.662182e-01 -9.242731e-01 -1.936618e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539466e+00 8.540742e-01 6.378005e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.82          	p             	-2.119784e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293766e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.83          	U             	(5.656406e-01 -9.304556e-01 -1.915464e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.519999e+00 8.733225e-01 6.057709e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.83          	p             	-2.192056e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300830e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.84          	U             	(5.629654e-01 -9.304318e-01 -1.911720e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514596e+00 8.595355e-01 5.990301e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.84          	p             	-2.195122e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298742e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.85          	U             	(5.634493e-01 -9.251474e-01 -1.936776e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539655e+00 8.472750e-01 6.306444e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.85          	p             	-2.105658e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304721e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.86          	U             	(5.681718e-01 -9.284450e-01 -1.919864e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.532581e+00 8.599175e-01 6.309496e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.86          	p             	-2.146597e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.292372e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.87          	U             	(5.645461e-01 -9.299592e-01 -1.913535e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.512336e+00 8.627454e-01 5.954098e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.87          	p             	-2.207624e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295555e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.88          	U             	(5.602943e-01 -9.272684e-01 -1.911807e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.528411e+00 8.527365e-01 6.176072e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.88          	p             	-2.149951e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294410e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.89          	U             	(5.664756e-01 -9.257421e-01 -1.940306e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.541788e+00 8.535800e-01 6.385315e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.89          	p             	-2.112872e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303695e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.9           	U             	(5.681339e-01 -9.304314e-01 -1.922764e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521120e+00 8.665976e-01 6.141262e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.9           	p             	-2.185517e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296445e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.91          	U             	(5.613881e-01 -9.304743e-01 -1.902166e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.513229e+00 8.627456e-01 5.972562e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.91          	p             	-2.196792e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297085e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.92          	U             	(5.642183e-01 -9.252148e-01 -1.937914e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534486e+00 8.443184e-01 6.284303e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.92          	p             	-2.103149e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305321e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.93          	U             	(5.678046e-01 -9.260838e-01 -1.927999e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.533593e+00 8.686910e-01 6.346696e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.93          	p             	-2.139815e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.290291e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.94          	U             	(5.637948e-01 -9.304081e-01 -1.909555e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517028e+00 8.619628e-01 5.962207e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.94          	p             	-2.202419e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299597e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.95          	U             	(5.624622e-01 -9.276722e-01 -1.914351e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.519724e+00 8.457079e-01 6.129368e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.95          	p             	-2.167807e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294925e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.96          	U             	(5.652271e-01 -9.248506e-01 -1.939386e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.543298e+00 8.553233e-01 6.351514e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.96          	p             	-2.111080e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300132e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.97          	U             	(5.670814e-01 -9.298183e-01 -1.919999e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.527744e+00 8.576260e-01 6.181235e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.97          	p             	-2.175587e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299296e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.98          	U             	(5.637478e-01 -9.302826e-01 -1.909997e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.507700e+00 8.629388e-01 5.932315e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.98          	p             	-2.208612e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297322e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
3.99          	U             	(5.614481e-01 -9.252540e-01 -1.924655e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536686e+00 8.419024e-01 6.191506e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
3.99          	p             	-2.117087e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297486e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4             	U             	(5.679525e-01 -9.268717e-01 -1.935835e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538509e+00 8.625949e-01 6.406823e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4             	p             	-2.125749e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301408e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.01          	U             	(5.662366e-01 -9.303194e-01 -1.919822e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.515945e+00 8.703988e-01 6.003144e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.01          	p             	-2.197450e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302084e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.02          	U             	(5.604782e-01 -9.283326e-01 -1.902233e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.518567e+00 8.497573e-01 6.049467e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.02          	p             	-2.174996e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.288864e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.03          	U             	(5.654686e-01 -9.255705e-01 -1.942663e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538898e+00 8.569788e-01 6.337648e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.03          	p             	-2.102377e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.307607e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.04          	U             	(5.683131e-01 -9.296464e-01 -1.919635e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.533619e+00 8.540589e-01 6.246957e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.04          	p             	-2.155346e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.289602e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.05          	U             	(5.628626e-01 -9.300470e-01 -1.911701e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.510516e+00 8.609981e-01 5.922150e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.05          	p             	-2.199276e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301423e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.06          	U             	(5.620576e-01 -9.250856e-01 -1.923697e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.529715e+00 8.472354e-01 6.203579e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.06          	p             	-2.130919e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298836e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.07          	U             	(5.669133e-01 -9.256795e-01 -1.934621e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.540868e+00 8.609012e-01 6.381303e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.07          	p             	-2.118699e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293756e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.08          	U             	(5.660122e-01 -9.306394e-01 -1.921136e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.519883e+00 8.701484e-01 6.055779e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.08          	p             	-2.193222e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305517e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.09          	U             	(5.623063e-01 -9.296339e-01 -1.905720e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.511402e+00 8.540178e-01 5.993011e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.09          	p             	-2.191154e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294864e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
4.1           	U             	(5.643550e-01 -9.243312e-01 -1.936821e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537353e+00 8.555561e-01 6.322032e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
4.1           	p             	-2.099578e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297953e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
