# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
2.74          	U             	(4.772795e-01 -8.354215e-01 -2.143491e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.952241e+00 2.318987e+00 6.593078e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.74          	p             	-9.359932e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.162846e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.75          	U             	(5.361454e-01 -8.098205e-01 -2.097222e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.977694e+00 2.277774e+00 4.857069e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.75          	p             	-7.716501e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.224841e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.76          	U             	(5.407591e-01 -1.010521e+00 -1.972235e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.821020e+00 2.145547e+00 2.690190e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.76          	p             	-8.296103e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.317649e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
2.77          	U             	(-1.497273e+00 -8.058929e-01 -6.204223e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.704051e+00 2.047627e+00 2.487358e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.77          	p             	-9.481090e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.100318e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
2.78          	U             	(-1.862462e-01 -1.141507e+00 -3.118218e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.705379e+00 1.987656e+00 3.195128e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.78          	p             	-8.516326e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.142122e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.79          	U             	(-1.416008e+00 -4.776565e-01 -3.080891e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.772755e+00 2.174643e+00 2.922383e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.79          	p             	-7.598226e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.099962e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.8           	U             	(-1.523853e+00 -5.475129e-01 -3.240410e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.966642e+00 2.257596e+00 5.986782e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.8           	p             	-9.102667e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.371582e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.81          	U             	(4.573621e-01 -8.206693e-01 -2.044232e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.039340e+00 2.282781e+00 6.197033e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.81          	p             	-8.715255e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.013139e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.82          	U             	(5.212953e-01 -9.571655e-01 -2.145303e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.925600e+00 2.156470e+00 2.863106e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.82          	p             	-7.465375e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.503650e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.83          	U             	(5.670293e-01 -1.182120e+00 -1.794474e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.696379e+00 2.089212e+00 2.440142e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.83          	p             	-9.317995e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.137003e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
2.84          	U             	(-1.677087e-01 -1.090267e+00 -3.476469e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.681668e+00 2.031928e+00 2.999106e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.84          	p             	-9.163242e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.039481e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.85          	U             	(-1.403468e+00 -5.181893e-01 -3.869994e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.782051e+00 2.080276e+00 3.011637e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.85          	p             	-7.271105e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.753761e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.86          	U             	(-1.510426e+00 -5.932279e-01 -2.808822e-18)	(1.404205e-01 2.281677e-02 -1.025000e-02)	0	(2.939568e+00 2.217828e+00 4.933711e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.86          	p             	-8.647511e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.715223e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.87          	U             	(4.545957e-01 -8.109740e-01 -2.061570e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.978937e+00 2.322141e+00 6.719246e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.87          	p             	-9.300120e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.043880e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.88          	U             	(4.864043e-01 -9.119974e-01 -2.172872e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.890143e+00 2.281050e+00 3.869005e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.88          	p             	-7.236810e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.443577e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.89          	U             	(5.422857e-01 -1.111288e+00 -1.881468e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.799926e+00 2.088486e+00 2.531188e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.89          	p             	-8.842135e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.242239e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
2.9           	U             	(-1.403425e-01 -9.324762e-01 -3.492241e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.678332e+00 2.033523e+00 2.589283e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.9           	p             	-9.346311e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.079726e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.91          	U             	(-1.552417e-01 -1.157371e+00 -2.696843e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.735959e+00 2.022139e+00 3.340274e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.91          	p             	-7.870580e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.288313e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.92          	U             	(-5.225666e-02 -6.646819e-01 -1.210829e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.907653e+00 2.180966e+00 3.652813e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.92          	p             	-7.935298e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.988701e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.93          	U             	(4.725987e-01 -8.289303e-01 -2.198912e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.012616e+00 2.269966e+00 6.428681e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.93          	p             	-9.350416e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.252992e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.94          	U             	(5.131083e-01 -8.090351e-01 -2.078341e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(4.078377e+00 1.620324e+00 5.705891e-19)	(1.219773e-01 7.038514e-02 -1.025000e-02)	0
2.94          	p             	-8.095022e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.121075e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.95          	U             	(5.133642e-01 -1.004166e+00 -2.014928e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.869836e+00 2.166743e+00 2.850774e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.95          	p             	-7.976118e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.368233e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.96          	U             	(-1.482499e+00 -8.010354e-01 -6.267916e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.716600e+00 2.054722e+00 2.462839e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.96          	p             	-9.389382e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.093274e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
2.97          	U             	(-1.858360e-01 -1.122643e+00 -3.283585e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.708479e+00 2.006376e+00 3.148131e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.97          	p             	-8.698256e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.102805e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.98          	U             	(-1.328092e+00 -4.484385e-01 -3.333789e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.815325e+00 2.095183e+00 2.790291e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.98          	p             	-7.379917e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.038036e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
2.99          	U             	(-1.533015e+00 -5.485834e-01 -3.091441e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.971853e+00 2.273318e+00 5.572542e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
2.99          	p             	-9.009121e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.512320e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3             	U             	(4.365794e-01 -8.293973e-01 -2.053899e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.054081e+00 2.279440e+00 6.437402e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3             	p             	-8.937803e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.011015e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.01          	U             	(4.529096e-01 -9.369005e-01 -2.160482e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.866595e+00 2.244125e+00 3.372059e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.01          	p             	-7.215726e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.544028e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.02          	U             	(6.913495e-01 -1.001968e+00 -1.857038e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.715871e+00 2.095521e+00 2.536720e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.02          	p             	-9.209966e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.137443e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.03          	U             	(-1.483245e-01 -1.050259e+00 -3.489646e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.682859e+00 2.031530e+00 2.779033e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.03          	p             	-9.342374e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.042152e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.04          	U             	(-1.511909e+00 -6.092837e-01 -4.239061e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.749895e+00 2.053965e+00 3.212561e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.04          	p             	-7.236944e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.566136e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.05          	U             	(-1.557523e+00 -5.520477e-01 -2.836512e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.890920e+00 2.187176e+00 4.452607e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.05          	p             	-8.347863e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.838864e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.06          	U             	(4.722178e-01 -8.123808e-01 -2.105787e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.032428e+00 2.281924e+00 6.617118e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.06          	p             	-9.290480e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.105041e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.07          	U             	(4.640002e-01 -8.589800e-01 -2.140324e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.000166e+00 2.224765e+00 4.432967e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.07          	p             	-7.471328e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.335818e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.08          	U             	(5.144961e-01 -1.100008e+00 -1.936751e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.775656e+00 2.139511e+00 2.668294e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.08          	p             	-8.442814e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.295572e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.09          	U             	(-1.649586e+00 -8.772515e-01 -5.154903e-18)	(1.404205e-01 2.281677e-02 -1.025000e-02)	0	(2.687175e+00 2.042732e+00 2.460590e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.09          	p             	-9.471987e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.068488e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.1           	U             	(-1.785230e-01 -1.159506e+00 -2.983781e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.673572e+00 2.071794e+00 3.452199e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.1           	p             	-8.289345e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.177435e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.11          	U             	(-1.481445e+00 -5.022695e-01 -2.974471e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.834655e+00 2.142677e+00 3.239365e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.11          	p             	-7.785202e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.052976e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.12          	U             	(4.872532e-01 -8.284000e-01 -2.259672e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.000623e+00 2.280797e+00 6.133062e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.12          	p             	-9.249252e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.366727e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.13          	U             	(5.037879e-01 -8.192608e-01 -2.029740e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.015636e+00 2.279351e+00 5.893805e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.13          	p             	-8.375638e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.039866e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.14          	U             	(5.364277e-01 -9.461966e-01 -2.122146e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.919186e+00 2.154925e+00 2.712259e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.14          	p             	-7.680427e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.486846e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.15          	U             	(5.914506e-01 -1.182227e+00 -1.804445e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.749921e+00 2.060931e+00 2.456014e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.15          	p             	-9.331751e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.141635e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.16          	U             	(-1.782866e-01 -1.106803e+00 -3.416035e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.694194e+00 2.000021e+00 2.982436e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.16          	p             	-9.058179e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.062204e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.17          	U             	(-1.344168e+00 -4.772275e-01 -3.611048e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.809766e+00 2.084431e+00 2.890971e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.17          	p             	-7.313261e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.885701e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.18          	U             	(-1.507553e+00 -5.848162e-01 -2.857976e-18)	(1.404205e-01 2.281677e-02 -1.025000e-02)	0	(2.951518e+00 2.231056e+00 5.191838e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.18          	p             	-8.722673e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.624365e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.19          	U             	(4.896049e-01 -8.139719e-01 -2.046251e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.053849e+00 2.276814e+00 6.607720e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.19          	p             	-9.186592e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.016719e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.2           	U             	(4.907080e-01 -8.695778e-01 -2.196771e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.920439e+00 2.248077e+00 3.597012e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.2           	p             	-6.982603e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.496431e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.21          	U             	(5.404443e-01 -1.155428e+00 -1.861690e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.736726e+00 2.094908e+00 2.435897e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.21          	p             	-8.944182e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.215198e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.22          	U             	(-1.404289e-01 -9.739829e-01 -3.504564e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.667816e+00 2.012668e+00 2.548891e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.22          	p             	-9.488886e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.053174e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.23          	U             	(-1.431024e-01 -1.146256e+00 -2.535684e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.711560e+00 2.030439e+00 3.248730e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.23          	p             	-7.723761e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.395178e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.24          	U             	(-4.192199e-02 -6.115000e-01 -1.239141e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.870428e+00 2.183186e+00 3.868083e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.24          	p             	-8.001027e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.942660e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.25          	U             	(5.068079e-01 -8.045007e-01 -2.221452e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.013924e+00 2.282460e+00 6.467239e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.25          	p             	-9.242451e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.200204e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.26          	U             	(4.970053e-01 -8.177003e-01 -2.052439e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.945613e+00 2.306513e+00 5.275351e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.26          	p             	-7.946316e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.157952e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.27          	U             	(5.773912e-01 -9.799146e-01 -2.006315e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.863547e+00 2.121871e+00 2.716636e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.27          	p             	-8.136874e+00	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	4.320656e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.28          	U             	(-1.483873e+00 -8.066677e-01 -6.210875e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.712697e+00 2.045750e+00 2.466989e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.28          	p             	-9.347518e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.080628e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.29          	U             	(-1.863102e-01 -1.123301e+00 -3.233702e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.703195e+00 2.003206e+00 3.167953e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.29          	p             	-8.648998e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.157500e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.3           	U             	(5.851635e-01 -1.049888e+00 -2.537035e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.830108e+00 2.130720e+00 2.824144e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.3           	p             	-7.416130e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	5.066209e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.31          	U             	(-1.535100e+00 -5.515913e-01 -3.171234e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(3.025747e+00 2.253491e+00 5.739944e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.31          	p             	-8.939412e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.481941e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.32          	U             	(4.658732e-01 -7.941849e-01 -2.057556e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(3.064297e+00 2.259862e+00 6.219686e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.32          	p             	-8.741150e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.017204e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.33          	U             	(4.456896e-01 -9.737851e-01 -2.168918e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.868942e+00 2.245841e+00 3.225588e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.33          	p             	-7.323266e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.557142e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.34          	U             	(6.634646e-01 -1.021699e+00 -1.857024e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.734408e+00 2.078973e+00 2.530085e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.34          	p             	-9.205067e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.126904e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.35          	U             	(-1.542399e-01 -1.064012e+00 -3.532788e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.674999e+00 2.012799e+00 2.919553e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.35          	p             	-9.240681e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.025916e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.36          	U             	(-1.460611e+00 -5.656007e-01 -4.060324e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.774384e+00 2.081055e+00 3.132968e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.36          	p             	-7.217900e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.644285e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.37          	U             	(-1.554149e+00 -5.482611e-01 -2.852860e-18)	(1.426225e-01 2.380318e-02 -1.025000e-02)	0	(2.936043e+00 2.193538e+00 4.700471e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.37          	p             	-8.442278e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.770186e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.38          	U             	(5.170633e-01 -7.962636e-01 -2.093380e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.972647e+00 2.325158e+00 6.694732e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.38          	p             	-9.272717e+00	(1.282426e-01 6.961841e-02 -1.025000e-02)	0	4.080705e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.39          	U             	(4.663180e-01 -8.316352e-01 -2.168580e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.978266e+00 2.259074e+00 4.305292e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.39          	p             	-7.303949e+00	(1.262484e-01 6.923745e-02 -1.025000e-02)	0	4.370218e+00	(1.077873e-01 4.473816e-02 -1.025000e-02)	0
3.4           	U             	(5.976075e-01 -1.030738e+00 -1.942180e-19)	(1.070155e-01 3.842936e-02 -1.025000e-02)	0	(2.793112e+00 2.123282e+00 2.631633e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.4           	p             	-8.661946e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.247035e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.41          	U             	(-1.650923e+00 -8.761709e-01 -5.135504e-18)	(1.404205e-01 2.281677e-02 -1.025000e-02)	0	(2.692812e+00 2.049364e+00 2.613914e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
3.41          	p             	-9.504436e+00	(1.282427e-01 2.198245e-02 -1.025000e-02)	0	4.047091e+00	(1.077870e-01 4.685603e-02 -1.025000e-02)	0
3.42          	U             	(-1.678168e-01 -1.156341e+00 -2.837726e-18)	(1.563438e-01 4.010922e-02 -1.025000e-02)	0	(2.714990e+00 2.037333e+00 3.394879e-20)	(1.152895e-01 6.635102e-02 -1.025000e-02)	0
